v_4_9	1
v_5_3	2
c_7_1_7	3
v_6_11	4
c_7_0_6	5
c_7_1_0	6
o_7_0	7
v_0_5	8
v_7_13	9
c_7_0_3	10
c_6_0_1	11
v_4_10	12
v_3_4	13
v_6_8	14
v_6_15	15
v_4_1	16
t_6_1_1	17
v_6_5	18
v_2_3	19
v_7_9	20
c_5_1_5	21
o_5_1	22
v_4_6	23
v_2_0	24
t_5_0_1	25
v_6_2	26
v_0_13	27
c_7_0_0	28
v_0_9	29
v_0_0	30
v_3_0	31
v_1_2	32
v_2_6	33
c_7_0_5	34
c_4_1_2	35
c_4_0_6	36
t_7_1_0	37
c_5_0_1	38
c_5_1_3	39
c_6_0_6	40
v_3_2	41
c_7_1_2	42
c_5_0_5	43
c_5_1_0	44
v_7_14	45
v_0_12	46
v_0_3	47
c_5_1_1	48
c_7_0_7	49
o_5_0	50
v_6_0	51
t_4_0_0	52
c_6_0_5	53
v_4_14	54
v_1_6	55
v_6_13	56
t_6_1_0	57
c_4_1_4	58
v_1_9	59
c_6_0_0	60
v_5_15	61
v_2_1	62
c_5_0_3	63
v_2_15	64
v_3_13	65
v_2_13	66
c_4_1_5	67
v_5_6	68
v_6_9	69
t_4_1_1	70
v_2_2	71
v_1_14	72
v_5_4	73
v_6_14	74
t_4_1_0	75
t_7_0_0	76
v_6_1	77
c_4_0_2	78
v_4_4	79
v_3_6	80
c_6_1_2	81
c_4_0_3	82
v_3_1	83
v_6_7	84
v_7_7	85
c_6_1_1	86
v_2_10	87
c_5_0_2	88
c_7_1_1	89
t_6_0_0	90
t_4_0_1	91
v_3_8	92
v_5_9	93
v_0_10	94
v_7_2	95
v_5_5	96
v_1_0	97
o_4_1	98
c_4_0_4	99
c_6_1_4	100
v_3_14	101
v_4_13	102
c_7_1_6	103
c_5_1_2	104
v_0_15	105
v_0_11	106
v_4_7	107
v_5_11	108
c_6_1_0	109
c_5_1_4	110
c_7_1_3	111
c_7_1_5	112
v_1_5	113
v_3_7	114
v_7_4	115
v_5_2	116
v_2_7	117
v_1_7	118
v_7_6	119
v_4_2	120
t_5_0_0	121
c_6_1_7	122
c_5_0_4	123
v_6_4	124
v_7_0	125
c_4_1_1	126
v_2_5	127
v_2_14	128
v_0_14	129
v_0_7	130
v_2_9	131
c_5_1_6	132
v_7_5	133
v_1_4	134
v_5_12	135
v_6_3	136
c_7_1_4	137
c_5_0_7	138
v_3_12	139
c_5_0_6	140
c_6_0_2	141
t_7_0_1	142
v_3_5	143
t_5_1_0	144
c_6_0_3	145
v_4_12	146
v_3_11	147
o_4_0	148
v_0_8	149
v_1_10	150
v_1_11	151
v_4_15	152
v_1_1	153
v_1_13	154
c_7_0_1	155
o_6_1	156
c_4_1_6	157
c_4_1_7	158
v_6_12	159
v_2_4	160
v_1_8	161
v_2_8	162
c_4_0_5	163
v_1_3	164
v_1_15	165
v_6_6	166
v_7_3	167
v_5_7	168
t_6_0_1	169
v_3_3	170
v_7_10	171
v_7_15	172
v_3_10	173
v_3_9	174
v_4_11	175
v_0_2	176
v_0_1	177
v_2_11	178
v_4_0	179
v_0_6	180
v_7_8	181
v_3_15	182
v_4_5	183
c_5_1_7	184
v_7_12	185
o_6_0	186
t_5_1_1	187
c_4_0_7	188
v_2_12	189
c_4_1_0	190
c_6_0_7	191
v_5_14	192
c_4_1_3	193
v_6_10	194
v_4_3	195
v_5_1	196
v_7_11	197
v_4_8	198
c_7_0_4	199
c_6_1_5	200
v_5_10	201
c_7_0_2	202
c_4_0_1	203
c_6_1_6	204
t_7_1_1	205
c_4_0_0	206
c_6_0_4	207
c_5_0_0	208
c_6_1_3	209
o_7_1	210
v_5_8	211
v_7_1	212
v_1_12	213
v_5_0	214
v_5_13	215
v_0_4	216
